variant,generator,split,divisor,adaptive_score,adaptive_chars,fixed_chars
local_exp_open5_conf06,gemma2_9b,22,5000000.0,0.5975,244772.245,244772.24499999997
local_exp_open5_conf06,gemma2_9b,22,10000000.0,0.62,437520.385,437520.385
local_exp_open5_conf06,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_rayleigh_open5_conf06,gemma2_9b,22,100000.0,0.531773978347057,8554.54,8554.54
local_rayleigh_open5_conf06,gemma2_9b,22,500000.0,0.4697005083927949,25945.325,25945.325000000004
local_rayleigh_open5_conf06,gemma2_9b,22,1000000.0,0.4575,51617.495,51617.495
local_rayleigh_open5_conf06,gemma2_9b,22,5000000.0,0.5375,183315.55,183315.55
local_rayleigh_open5_conf06,gemma2_9b,22,10000000.0,0.57,375984.685,375984.685
local_rayleigh_open5_conf06,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_rayleigh_open5_conf08,gemma2_9b,22,100000.0,0.505999031921127,9638.02,9638.02
local_rayleigh_open5_conf08,gemma2_9b,22,500000.0,0.44972456099103075,34298.5,34298.5
local_rayleigh_open5_conf08,gemma2_9b,22,1000000.0,0.46394600245923684,60016.925,60016.925
local_rayleigh_open5_conf08,gemma2_9b,22,5000000.0,0.55,195340.145,195340.145
local_rayleigh_open5_conf08,gemma2_9b,22,10000000.0,0.5775,381346.905,381346.905
local_rayleigh_open5_conf08,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_rayleigh_open5_conf10,gemma2_9b,22,100000.0,0.5254899625506331,10266.78,10266.78
local_rayleigh_open5_conf10,gemma2_9b,22,500000.0,0.5025,33438.06,33438.06
local_rayleigh_open5_conf10,gemma2_9b,22,1000000.0,0.5016446179287005,68776.055,68776.055
local_rayleigh_open5_conf10,gemma2_9b,22,5000000.0,0.565,210068.07,210068.07
local_rayleigh_open5_conf10,gemma2_9b,22,10000000.0,0.5875,390734.25,390734.24999999994
local_rayleigh_open5_conf10,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_rayleigh_open5_conf12,gemma2_9b,22,100000.0,0.5338191278099929,10968.37,10968.37
local_rayleigh_open5_conf12,gemma2_9b,22,500000.0,0.5125,38328.975,38328.975
local_rayleigh_open5_conf12,gemma2_9b,22,1000000.0,0.51,76892.835,76892.835
local_rayleigh_open5_conf12,gemma2_9b,22,5000000.0,0.5699902592512557,223241.835,223241.835
local_rayleigh_open5_conf12,gemma2_9b,22,10000000.0,0.583449456309311,400595.81,400595.81
local_rayleigh_open5_conf12,gemma2_9b,22,50000000.0,0.5225,1386929.315,1386929.315
local_rayleigh_open5_conf14,gemma2_9b,22,100000.0,0.5375451346413536,11678.485,11678.485
local_rayleigh_open5_conf14,gemma2_9b,22,500000.0,0.5173166408299157,45059.01,45059.01
local_rayleigh_open5_conf14,gemma2_9b,22,1000000.0,0.5246282296619992,85555.39,85555.39
