id,partition,price,method,quality,cost,samples,profit
2,test,2e-08,fixed_16,0.33738723187567093,0.0001045075,16.0,0.3372827243756709
2,test,2e-08,fixed_32,0.46960757836294464,0.000220985,32.0,0.4693865933629445
2,test,2e-08,fixed_64,0.5821170732504903,0.00043036,64.0,0.5816867132504904
2,test,2e-08,fixed_128,0.6274391388168532,0.0008973750000000002,128.0,0.6265417638168531
2,test,2e-08,fixed_256,0.8169545717508402,0.0017423525000000001,256.0,0.8152122192508401
2,test,2e-08,fixed_512,0.8760282060461979,0.0034682425000000005,512.0,0.8725599635461977
2,test,2e-08,dmrl_doubling,0.8760282060461979,0.0034682425000000005,512.0,0.8725599635461977
2,test,2e-08,dmrl_sequential,0.8760282060461979,0.0034682425000000005,512.0,0.8725599635461977
2,test,1e-07,fixed_1,0.01410950632744026,2.9024999999999997e-05,1.0,0.014080481327440258
2,test,1e-07,fixed_2,0.03404694602185853,7.14625e-05,2.0,0.03397548352185853
2,test,1e-07,fixed_4,0.1294349385487723,0.00015183749999999997,4.0,0.1292831010487723
2,test,1e-07,fixed_8,0.27350652611053017,0.000299225,8.0,0.2732073011105302
2,test,1e-07,fixed_16,0.33738723187567093,0.0005225375,16.0,0.3368646943756709
2,test,1e-07,fixed_32,0.46960757836294464,0.0011049249999999999,32.0,0.4685026533629446
2,test,1e-07,fixed_64,0.5821170732504903,0.0021518,64.0,0.5799652732504903
