generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
llama3.1_8b,71,odds_current_costse1,0.5,82548.3813674835,128014.0179599316,True,35.51613902680475
llama3.1_8b,71,odds_current_costse1,0.55,162193.67503340368,251153.9684976673,True,35.42062026588677
llama3.1_8b,71,odds_current_costse1,0.6,363087.0806847045,543244.6146805466,True,33.16324343165063
llama3.1_8b,71,odds_current_costse2,0.3,8412.881001403704,9521.131556134449,True,11.639903809717877
llama3.1_8b,71,odds_current_costse2,0.35,11707.308366257204,18678.02334920195,True,37.32041047717494
llama3.1_8b,71,odds_current_costse2,0.4,23527.99467483293,33777.41207227001,True,30.343998455261957
llama3.1_8b,71,odds_current_costse2,0.45,46504.34900285952,59994.23105365045,True,22.485298692681756
llama3.1_8b,71,odds_current_costse2,0.5,82153.12944206606,128014.0179599316,True,35.824895779944974
llama3.1_8b,71,odds_current_costse2,0.55,163380.22978263965,251153.9684976673,True,34.94817909510471
llama3.1_8b,71,odds_current_costse2,0.6,353765.8634356397,543244.6146805466,True,34.87908506121672
llama3.1_8b,71,odds_mean_costse0,0.3,8392.802938795308,9521.131556134449,True,11.850782763443279
llama3.1_8b,71,odds_mean_costse0,0.35,11780.285818060629,18678.02334920195,True,36.92969754980009
llama3.1_8b,71,odds_mean_costse0,0.4,23428.114932783697,33777.41207227001,True,30.639698261497948
llama3.1_8b,71,odds_mean_costse0,0.45,45740.4895115092,59994.23105365045,True,23.75852026404789
llama3.1_8b,71,odds_mean_costse0,0.5,82497.05662111621,128014.0179599316,True,35.556232094099414
llama3.1_8b,71,odds_mean_costse0,0.55,169712.3827341535,251153.9684976673,True,32.42695556461821
llama3.1_8b,71,odds_mean_costse0,0.6,363348.73622845823,543244.6146805466,True,33.11507810489306
llama3.1_8b,71,odds_mean_costse1,0.3,8415.102057529344,9521.131556134449,True,11.616576160976289
llama3.1_8b,71,odds_mean_costse1,0.35,11772.204329892502,18678.02334920195,True,36.97296491282367
llama3.1_8b,71,odds_mean_costse1,0.4,23375.07522690838,33777.41207227001,True,30.79672540662628
llama3.1_8b,71,odds_mean_costse1,0.45,45998.32832985294,59994.23105365045,True,23.32874757788217
llama3.1_8b,71,odds_mean_costse1,0.5,79798.57215212447,128014.0179599316,True,37.664192231587144
llama3.1_8b,71,odds_mean_costse1,0.55,169618.55359520536,251153.9684976673,True,32.464314774790914
llama3.1_8b,71,odds_mean_costse1,0.6,364412.615871069,543244.6146805466,True,32.91924005811621
llama3.1_8b,71,odds_mean_costse2,0.3,8440.169968018643,9521.131556134449,True,11.353289068034611
llama3.1_8b,71,odds_mean_costse2,0.35,11579.665401547703,18678.02334920195,True,38.00379630619498
llama3.1_8b,71,odds_mean_costse2,0.4,22885.697413391637,33777.41207227001,True,32.24555698812716
llama3.1_8b,71,odds_mean_costse2,0.45,46396.03583960651,59994.23105365045,True,22.66583799012878
llama3.1_8b,71,odds_mean_costse2,0.5,80917.32318159394,128014.0179599316,True,36.790263698370076
llama3.1_8b,71,odds_mean_costse2,0.55,170272.09822183236,251153.9684976673,True,32.20409805174397
llama3.1_8b,71,odds_mean_costse2,0.6,364720.38835105114,543244.6146805466,True,32.862585565523936
llama3.1_8b,72,odds_current_costse0,0.3,8171.67282962325,10545.7768755949,True,22.512367500073093
llama3.1_8b,72,odds_current_costse0,0.35,12777.863808206803,19166.370396433456,True,33.33185395089436
