split,fold,mixture,problem_id,n,predicted,correct,brier
0,2,0.0,3150,10,0.5006660998431115,0.9427784441826753,0.24960979025797536
0,2,0.0,3150,16,0.5141665621003868,0.9520668357368777,0.23782095905686734
0,2,0.0,3150,32,0.5387045453681933,0.9716234465279447,0.21655608701478346
0,2,0.0,3150,64,0.5698888504691575,0.9923287067899427,0.19009543373424345
0,2,0.0,3150,128,0.6114919591459732,0.9996819547572195,0.15580909194498363
0,2,0.0,3150,256,0.6570796324698088,0.9999999627176788,0.12007668024459228
0,2,0.0,3150,512,0.6853856562922871,1.0,0.09898218526663491
0,2,0.0,3171,10,0.4969116696403567,0.4834377866464602,0.24395896677239043
0,2,0.0,3171,16,0.5120419757670184,0.5165245022206315,0.24297061662971775
0,2,0.0,3171,32,0.5441389116440473,0.5573193996317446,0.23723154700410046
