split,group,map,problem_id,n,predicted,correct,brier
0,calibration,original,2877,16,0.6418664552335887,0.24103558339852627,0.3383890222116326
0,calibration,original,2877,32,0.6765471461626227,0.2997941068294314,0.34816825132295703
0,calibration,original,2877,64,0.7037849477348604,0.3572388277285026,0.35091046286191097
0,calibration,original,2877,128,0.7309075194687258,0.3538895118906154,0.3770495180283735
0,calibration,original,2877,256,0.7508104246947022,0.20602519162316674,0.46297204786646373
0,calibration,original,2877,512,0.7537834691501746,0.0,0.5681895183640722
0,calibration,original,2879,10,0.2229263082792065,0.011468772339135022,0.06902599593809167
0,calibration,original,2879,16,0.2616294076300081,0.008582215003980851,0.08468837357433413
0,calibration,original,2879,32,0.31644579290156205,0.0029372625802092794,0.10853431818050881
0,calibration,original,2879,64,0.3536825596980948,0.00018758748940239742,0.12690112391480915
0,calibration,original,2879,128,0.36469477723295485,1.7318482970106533e-07,0.1330848378970103
0,calibration,original,2879,256,0.36525287866792505,3.820859759698802e-16,0.1334096948286871
0,calibration,original,2879,512,0.3652530779753762,0.0,0.13340981097048626
0,calibration,original,2888,10,0.5862092600035044,0.7805411132909773,0.21324730122720803
0,calibration,original,2888,16,0.6071326175600216,0.7837753433428595,0.2044976441549577
0,calibration,original,2888,32,0.635624380901122,0.8013284944125229,0.18847922066275874
0,calibration,original,2888,64,0.6529097049788825,0.852142860866029,0.16547129405666317
0,calibration,original,2888,128,0.6566347002618402,0.9424507857193911,0.13588654901485547
0,calibration,original,2888,256,0.6567527673395841,0.9970464508615657,0.11874460497978366
0,calibration,original,2888,512,0.6567528035104827,1.0,0.11781863789791329
0,calibration,original,2891,10,0.6503554327475523,0.9990782409515407,0.12319807092576181
0,calibration,original,2891,16,0.6579454290093207,0.9999502605475709,0.11743935065537452
0,calibration,original,2891,32,0.6627808872732175,0.999999986340796,0.11427077992855754
0,calibration,original,2891,64,0.6688816210719544,0.9999999999999997,0.11066914184372198
0,calibration,original,2891,128,0.6810104699204044,1.0,0.10351962343936663
0,calibration,original,2891,256,0.7052681363303286,1.0,0.08922060898081816
0,calibration,original,2891,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,2916,10,0.27203775405297376,0.856722701955424,0.5664474115713025
0,calibration,original,2916,16,0.3304784278902556,0.782630914646649,0.4925876000782491
0,calibration,original,2916,32,0.43306194503727624,0.617306216535356,0.3703154439074673
0,calibration,original,2916,64,0.514471978685719,0.3818554888070437,0.2892190433439436
0,calibration,original,2916,128,0.5396825032523065,0.13092707964007522,0.28268152849879513
0,calibration,original,2916,256,0.5408038796281565,0.007494248628433439,0.29185759805326467
0,calibration,original,2916,512,0.5408041401273884,0.0,0.2924691179789241
0,calibration,original,2919,10,0.6386908508768321,0.685201082760913,0.22693790457330987
0,calibration,original,2919,16,0.6757204949287612,0.6886343774580321,0.20626978462272466
0,calibration,original,2919,32,0.7087221128959436,0.7456275165878595,0.17725433824265377
