generator,split_seed,method,target,attained_quality,mean_length,samples,train_feasible,matched_feasible,matched_length,matched_saving_percent,adaptive_low,adaptive_high,adaptive_high_weight
gemma2_9b,74,direct_gain,0.45,0.44987101453821665,24809.620028465757,55.87399654156463,True,True,36595.05727790762,32.20499741246945,523,522,0.4348887943048672
gemma2_9b,74,direct_gain,0.5,0.5071223337052957,54389.68694094189,103.71957568987251,True,True,90538.90089302622,39.926720553848405,520,518,0.32986691469565543
gemma2_9b,74,direct_gain,0.55,0.560805226201706,122351.45617238426,195.1140152592669,True,True,219993.50676914328,44.38406025284309,516,515,0.23768388352664735
gemma2_9b,74,direct_gain,0.6,0.6184639210250537,343542.7327721017,414.120099525786,True,True,617893.8506198435,44.40101120484125,511,510,0.4932983488931504
gemma2_9b,74,log_gain,0.3,0.3193921572664363,5552.895,4.08,True,True,5626.310352252413,1.3048578492123597,587,587,0.0
gemma2_9b,74,log_gain,0.35,0.3495077644110994,6441.265931953309,9.868472137423849,True,True,8153.576284996646,21.0007276953323,577,576,0.8077645600161426
gemma2_9b,74,log_gain,0.4,0.39450700180374293,12020.537415447263,23.886977134757817,True,True,15628.194463324051,23.084285624568913,572,571,0.09755369033928647
gemma2_9b,74,log_gain,0.45,0.45449789726071443,27426.627749340176,46.962537546839236,True,True,38874.06775959635,29.447497187711434,569,568,0.7120217606131547
gemma2_9b,74,log_gain,0.5,0.5015267154414601,59245.15829519601,85.22080278657948,True,True,82167.04269431443,27.896689046476418,565,563,0.25569561296439414
gemma2_9b,74,log_gain,0.55,0.5591473140040746,150891.50992159915,171.3515547971664,True,True,213088.17122429228,29.188228020984887,558,557,0.7925575094126069
gemma2_9b,74,log_gain,0.6,0.6137208662235463,366942.91534897604,331.8600243297949,True,True,565442.51375159,35.1051775512265,540,539,0.8855441902613177
gemma2_9b,74,learned_gain,0.3,0.3193921572664363,5552.895,4.08,True,True,5626.310352252413,1.3048578492123597,587,587,0.0
gemma2_9b,74,learned_gain,0.35,0.3495077644110994,6441.265931953309,9.868472137423849,True,True,8153.576284996646,21.0007276953323,577,576,0.8077645600161426
gemma2_9b,74,learned_gain,0.4,0.39450700180374293,12020.537415447263,23.886977134757817,True,True,15628.194463324051,23.084285624568913,572,571,0.09755369033928647
gemma2_9b,74,learned_gain,0.45,0.45148307882948785,26444.58839073118,49.47414260222902,True,True,37371.33175743767,29.238303407616296,523,568,0.6265710264953819
gemma2_9b,74,learned_gain,0.5,0.5071223337052957,54389.68694094189,103.71957568987251,True,True,90538.90089302622,39.926720553848405,520,518,0.32986691469565543
gemma2_9b,74,learned_gain,0.55,0.560805226201706,122351.45617238426,195.1140152592669,True,True,219993.50676914328,44.38406025284309,516,515,0.23768388352664735
gemma2_9b,74,learned_gain,0.6,0.6184639210250537,343542.7327721017,414.120099525786,True,True,617893.8506198435,44.40101120484125,511,510,0.4932983488931504
gemma2_9b,74,all_train_selected,0.3,0.3193921572664363,5552.895,4.08,True,True,5626.310352252413,1.3048578492123597,587,587,0.0
gemma2_9b,74,all_train_selected,0.35,0.3495077644110994,6441.265931953309,9.868472137423849,True,True,8153.576284996646,21.0007276953323,577,576,0.8077645600161426
gemma2_9b,74,all_train_selected,0.4,0.39450700180374293,12020.537415447263,23.886977134757817,True,True,15628.194463324051,23.084285624568913,572,571,0.09755369033928647
gemma2_9b,74,all_train_selected,0.45,0.45148307882948785,26444.58839073118,49.47414260222902,True,True,37371.33175743767,29.238303407616296,523,568,0.6265710264953819
gemma2_9b,74,all_train_selected,0.5,0.5071223337052957,54389.68694094189,103.71957568987251,True,True,90538.90089302622,39.926720553848405,520,518,0.32986691469565543
gemma2_9b,74,all_train_selected,0.55,0.560805226201706,122351.45617238426,195.1140152592669,True,True,219993.50676914328,44.38406025284309,516,515,0.23768388352664735
gemma2_9b,74,all_train_selected,0.6,0.6184639210250537,343542.7327721017,414.120099525786,True,True,617893.8506198435,44.40101120484125,511,510,0.4932983488931504
gemma2_9b,74,oracle_gain,0.3,0.32433324745623104,5571.0925,4.4375,True,True,6040.960764156791,7.778038668032572,636,636,0.0
gemma2_9b,74,oracle_gain,0.35,0.352711118166836,6159.434782678274,7.962491291011849,True,True,8494.497870351886,27.489124411033394,630,629,0.45282361585799774
gemma2_9b,74,oracle_gain,0.4,0.40802452755408175,9518.569523688924,21.716366403572962,True,True,19351.475549117167,50.812177089394254,626,625,0.6118748890014815
gemma2_9b,74,oracle_gain,0.45,0.4592870138034588,18768.375829220462,39.13544106875035,True,True,42153.17863734011,55.475775645077775,623,622,0.7121880128686013
gemma2_9b,74,oracle_gain,0.5,0.5202630412392594,42390.485029380194,78.52363432202361,True,True,112827.91690342673,62.42908121253035,619,618,0.239655586773345
gemma2_9b,74,oracle_gain,0.55,0.576946753410827,93257.10306092443,139.62715708958714,True,True,304390.41300381516,69.36266745702153,615,614,0.1097882231540062
gemma2_9b,74,oracle_gain,0.6,0.6277495714418528,250433.27782338148,259.17878353624496,True,True,722995.4299076337,65.36170666315616,611,610,0.9289001255246453
gemma2_9b,75,spacing,0.3,0.3122506001870067,5857.7125,4.19,True,True,5959.827985353202,1.713396520908994,293,293,0.0
gemma2_9b,75,spacing,0.35,0.3459465900829331,7845.040504803994,9.437257978181876,True,True,9035.146161435403,13.171957989026472,432,334,0.6217484574778237
gemma2_9b,75,spacing,0.4,0.386365293618156,13474.157593388567,16.798302609441137,True,True,15390.809703689234,12.453224665894213,332,380,0.5564766046731963
gemma2_9b,75,spacing,0.45,0.4351538547882344,24846.797807811607,34.80030395999906,True,True,31359.04177610137,20.766718622291336,378,377,0.765136557398681
gemma2_9b,75,spacing,0.5,0.4850794019237977,57623.28426265814,85.86076885577171,True,True,64394.25249877117,10.514864251653888,227,226,0.40698589689408093
gemma2_9b,75,spacing,0.55,0.5488978694708376,153727.10279169475,205.57544020676335,True,True,190829.6268247145,19.4427483040147,470,223,0.9873824392838195
gemma2_9b,75,spacing,0.6,0.6049145087428579,452178.8043199823,481.13704379932483,True,True,561904.6733463582,19.527488243320036,464,218,0.18296777596046743
gemma2_9b,75,direct_gain,0.3,0.3125841205860647,5854.4825,4.225,True,True,5986.491614555538,2.2051165032048403,538,538,0.0
gemma2_9b,75,direct_gain,0.35,0.33418378795658865,6399.386127591923,7.854120625583413,True,True,7816.531340317131,18.130103379943876,531,530,0.7588035042298586
gemma2_9b,75,direct_gain,0.4,0.37907445522153355,10946.676029094968,20.780309713614393,True,True,13861.64272565008,21.0290133301528,526,525,0.35642871906241475
gemma2_9b,75,direct_gain,0.45,0.4377877496254067,21659.98262196451,41.446776509987465,True,True,32588.257752292924,33.534395159739695,523,522,0.16515520048550195
