split,config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,train_accuracy,train_predicted_accuracy,train_chars,test_accuracy,test_predicted_accuracy,test_chars,test_opens
99,0,17,7000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3521341463414634,0.3638449863569808,51759.77743902439,0.3576388888888889,0.3203732974835796,80392.29613095238,169.92609126984127
99,0,18,10000000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3567073170731707,0.36600613567818324,62951.00457317073,0.35912698412698413,0.3229538598162509,93401.87003968254,197.05109126984127
100,0,0,25000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3018292682926829,0.3531319174164544,3226.131097560976,0.2177579365079365,0.3777187215479253,2965.6150793650795,6.513392857142857
100,0,1,35000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.31402439024390244,0.36648473847151475,3783.881097560976,0.2261904761904762,0.3897536896298214,3415.9518849206347,7.4771825396825395
100,0,2,50000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3246951219512195,0.3777237645802936,4516.115853658536,0.22817460317460317,0.4006144453424583,4008.128472222222,8.759920634920634
100,0,3,70000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3246951219512195,0.3853074404960533,5383.112804878048,0.24305555555555555,0.4116622566237128,4762.528769841269,10.219742063492063
100,0,4,100000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.33689024390243905,0.3980637352805783,6614.254573170731,0.2524801587301587,0.4203368719351935,5645.412202380952,12.103174603174603
100,0,5,140000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3384146341463415,0.40562898616013526,7977.442073170731,0.2569444444444444,0.4273291371070142,6678.287698412699,14.24702380952381
100,0,6,200000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3429878048780488,0.41406755632871683,9657.120426829268,0.2648809523809524,0.4356327663252857,7987.9786706349205,17.07043650793651
100,0,7,280000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3521341463414634,0.42087874292789185,11580.623475609756,0.26785714285714285,0.44201754618620376,9540.868551587302,20.322916666666668
