generator,split_seed,method,target,attained_quality,fixed_attained_quality,mean_length,fixed_mean_length,samples,train_feasible,fixed_train_feasible,matched_feasible,matched_length,matched_saving_percent,unmatched_train_baseline_saving,adaptive_low,adaptive_high,adaptive_high_weight,fixed_low,fixed_high,fixed_high_weight
gemma2_9b,74,corrected_spacing,0.5,0.5059927302555864,0.5030672252827612,64794.480127335184,86513.71027566594,121.30903814481182,True,True,True,88845.95492155539,27.070984622154082,25.10495744446163,373,470,0.02194288087180197,54,64,0.859279681727239
gemma2_9b,74,corrected_spacing,0.55,0.5596122298619914,0.5584207921409691,163548.7811666917,212017.5365225384,254.2891481235201,True,True,True,215024.5825756441,23.93949602987536,22.860729423999437,468,467,0.3454245967640795,139,161,0.648030084230087
gemma2_9b,74,corrected_spacing,0.6,0.6183781973393884,0.6152531286268083,491290.1314888173,590838.3001387998,541.1429477032246,True,True,True,616939.0294329363,20.366501704327266,16.848631618261155,464,463,0.7868710508806895,412,502,0.1693423789907229
gemma2_9b,74,train_selected_spacing,0.3,0.3195494738948696,0.3061033221218217,5559.9725,4782.444046397333,4.1175,True,True,True,5639.51217660162,1.4103999443716209,-16.2579728285245,440,440,0.0,3,4,0.44668015082411366
gemma2_9b,74,train_selected_spacing,0.35,0.3538890807848937,0.3579600055740806,7943.416314883087,9193.655926367821,12.833375835786264,True,True,True,8651.40389446739,8.183499328208043,13.598938458192578,431,332,0.18238420134634742,6,8,0.3220581202462984
gemma2_9b,74,train_selected_spacing,0.4,0.40702188100727066,0.39972205874326194,14431.361170185055,17045.420770490608,20.802136267772383,True,True,True,19016.809417236487,24.11260557144389,15.335846709229184,332,380,0.8211088836613765,12,13,0.3314957259360439
gemma2_9b,74,train_selected_spacing,0.45,0.4496742400714803,0.4507540623901813,28095.119694898338,38623.090881571865,51.06574607791938,True,True,True,36500.302374162384,23.027706984734063,27.258230624149014,377,375,0.16277411165145125,21,32,0.6318777187703708
gemma2_9b,74,train_selected_spacing,0.5,0.5059927302555864,0.5030672252827612,64794.480127335184,86513.71027566594,121.30903814481182,True,True,True,88845.95492155539,27.070984622154082,25.10495744446163,373,470,0.02194288087180197,54,64,0.859279681727239
gemma2_9b,74,train_selected_spacing,0.55,0.5585785107979054,0.5584207921409691,161106.45744289938,212017.5365225384,251.7360455681452,True,True,True,210719.06084366032,23.544430770584267,24.012673628167992,223,467,0.289257354483655,139,161,0.648030084230087
gemma2_9b,74,train_selected_spacing,0.6,0.618192579950581,0.6152531286268083,489494.57339428394,590838.3001387998,539.7702762995063,True,True,True,614871.556317237,20.39075992942272,17.15253170295632,464,218,0.7711520449122518,412,502,0.1693423789907229
gemma2_9b,75,empirical_spacing,0.3,0.3128794500310791,0.2905836465477586,5875.605,4506.04889689049,4.2725,True,True,True,6010.102028900912,2.237849345221654,-30.393724845165472,48,48,0.0,3,4,0.07731787962329242
gemma2_9b,75,empirical_spacing,0.35,0.3492073143472837,0.34348924579968565,8149.922904117661,8746.16363571086,9.727175410742447,True,True,True,9419.409323775013,13.477346360276654,6.817168720222988,188,89,0.5389435346801605,5,6,0.9976746004351358
gemma2_9b,75,empirical_spacing,0.4,0.38910149087619983,0.3944772584907664,13896.322677569533,17362.85552128807,16.103456091848685,True,True,True,15964.69466242596,12.955913210945946,19.96522311360782,87,136,0.562353963292356,11,13,0.4641905898371756
