generator,split,divisor,fixed_n,fixed_utility,adaptive_utility,utility_gap,relative_utility_gain_pct,adaptive_quality,adaptive_chars,adaptive_opens
qwen2.5_7b,39,100000.0,4,0.16579971697096993,0.18481207218183301,0.019012355210863086,11.467061318441202,0.28734507218183303,10253.3,22.48
qwen2.5_7b,39,500000.0,19,0.307144674193813,0.33793756723511953,0.0307928930413065,10.025533772360223,0.38990269723511956,25982.565,49.19
qwen2.5_7b,39,1000000.0,35,0.36873799626085146,0.4065906167252092,0.03785262046435772,10.265451580308566,0.4540434942252092,47452.8775,93.72
qwen2.5_7b,39,5000000.0,152,0.5082558264472169,0.5297317109090675,0.02147588446185056,4.225408415279793,0.5739868694090674,221275.7925,306.0525
qwen2.5_7b,39,10000000.0,209,0.5531745661300908,0.561299242409731,0.008124676279640197,1.4687364128974627,0.605802866409731,445036.24,449.925
qwen2.5_7b,39,50000000.0,756,0.647370647243159,0.6472841320830789,-8.651516008006954e-05,-0.013364084462045987,0.6832641527330787,1799001.0325,931.5425
mistral_7b,30,100000.0,4,0.2066527132848117,0.23582872243817865,0.02917600915336696,14.118377005365602,0.3438376474381787,10800.8925,11.075
mistral_7b,30,500000.0,17,0.3454741536438705,0.35712007614718044,0.011645922503309925,3.370996753440212,0.4259263661471804,34403.145,43.6825
mistral_7b,30,1000000.0,48,0.3998209807302042,0.4165929265658069,0.016771945835602653,4.194863862564586,0.47415022406580687,57557.2975,64.9475
mistral_7b,30,5000000.0,164,0.5041607213869094,0.5241697236175993,0.02000900223068991,3.9687745161199,0.5708094161175994,233198.4625,260.9775
mistral_7b,30,10000000.0,342,0.5452311111095279,0.5562453259639435,0.01101421485441556,2.020100216218767,0.5967347172139434,404893.9125,393.18
mistral_7b,30,50000000.0,949,0.6198089630595689,0.621107230504358,0.001298267444789114,0.20946251541450192,0.6541104404543582,1650160.4975,949.0375
mistral_7b,31,100000.0,5,0.20960302551519436,0.21648070470626343,0.006877679191069075,3.2812881274800607,0.3146919297062635,9821.1225,9.745
mistral_7b,31,500000.0,18,0.338697542323726,0.3535979640798226,0.014900421756096571,4.399329754171879,0.4149856840798226,30693.86,40.605
mistral_7b,31,1000000.0,34,0.39421540927159027,0.4083001259580603,0.014084716686470045,3.572847827662297,0.45970830845806027,51408.1825,58.88
mistral_7b,31,5000000.0,121,0.5024457577041775,0.5276398058748082,0.025194048170630645,5.0142821955049754,0.5679775648748081,201688.795,230.6925
mistral_7b,31,10000000.0,317,0.5454781438985347,0.5599812231115346,0.01450307921299998,2.658782826631038,0.6037456763615346,437644.5325,442.86
mistral_7b,31,50000000.0,914,0.6240330847500588,0.6249477749688371,0.0009146902187783246,0.14657719937151753,0.6560293689188371,1554079.6975,948.3925
mistral_7b,32,100000.0,6,0.20485486898191244,0.2231515949268632,0.01829672594495077,8.931555318104873,0.3199514949268632,9679.99,8.675
