variant,split,utility_divisor,reservation_divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,utility_delta_vs_reference,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_accuracy,fixed_chars,fixed_n
reference_profiled,78,100000.0,70000.0,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,0.2784208382936508,0.243954255952381,0.034466582341269786,14.128297211587709,0.0,0.3273809523809524,4896.011408730159,11.151785714285714,0.283234126984127,3927.9871031746034,8
reference_profiled,78,200000.0,70000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.30416137896825396,0.2874750496031746,0.016686329365079355,5.80444438156037,0.0,0.3343253968253968,6032.803571428572,13.311011904761905,0.3194444444444444,6393.878968253968,13
reference_profiled,78,300000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.31550891699735456,0.3087979050925926,0.0067110119047619765,2.1732698940265447,0.0,0.3506944444444444,10555.658234126984,25.21875,0.34325396825396826,10336.818948412698,21
reference_profiled,78,400000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.32430529885912696,0.3211129960317461,0.0031923028273808662,0.9941369134325746,0.0,0.3506944444444444,10555.658234126984,25.21875,0.36061507936507936,15800.833333333334,32
reference_profiled,78,500000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3317827777777778,0.33012550297619053,0.001657274801587283,0.5020135635224794,0.0,0.3635912698412698,15904.246031746032,37.32142857142857,0.37351190476190477,21693.20089285714,44
reference_profiled,78,600000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3370841931216931,0.33973316550925925,-0.002648972387566173,-0.779721456866117,0.0,0.3635912698412698,15904.246031746032,37.32142857142857,0.38492063492063494,27112.481646825396,55
reference_profiled,78,700000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.32867639739229026,0.3435831802721088,-0.014906782879818559,-4.338624163153964,0.0,0.36706349206349204,26870.96626984127,65.19494047619048,0.39087301587301587,33102.88492063492,67
reference_profiled,78,800000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3334747842261905,0.34853787202380954,-0.015063087797619057,-4.321793700682851,0.0,0.36706349206349204,26870.96626984127,65.19494047619048,0.39732142857142855,39026.84523809524,79
reference_profiled,78,900000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.3372068628747795,0.3497571152998236,-0.012550252425044095,-3.5882765141991735,0.0,0.36706349206349204,26870.96626984127,65.19494047619048,0.3998015873015873,45040.0248015873,91
reference_profiled,78,1000000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.34019252579365084,0.3512791676587302,-0.01108664186507935,-3.1560772416342346,0.0,0.36706349206349204,26870.96626984127,65.19494047619048,0.40228174603174605,51002.57837301587,103
global_exp_q75_conf08_085x,78,100000.0,85000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.271298189484127,0.243954255952381,0.027343933531745995,11.208631480929538,-0.00712264880952381,0.32688492063492064,5558.673115079365,12.891369047619047,0.283234126984127,3927.9871031746034,8
global_exp_q75_conf08_085x,78,200000.0,170000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3015155233134921,0.2874750496031746,0.01404047371031747,4.884066888482561,-0.0026458556547619048,0.341765873015873,8050.069940476191,18.83234126984127,0.3194444444444444,6393.878968253968,13
global_exp_q75_conf08_085x,78,300000.0,255000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3136203273809524,0.3087979050925926,0.004822422288359829,1.5616758432716158,-0.0018885896164021164,0.3472222222222222,10080.568452380952,23.853174603174605,0.34325396825396826,10336.818948412698,21
global_exp_q75_conf08_085x,78,400000.0,340000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.32538671750992065,0.3211129960317461,0.004273721478174564,1.3309089108782293,0.0010814186507936518,0.3551587301587302,11908.80505952381,28.299107142857142,0.36061507936507936,15800.833333333334,32
global_exp_q75_conf08_085x,78,500000.0,425000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3320914057539683,0.33012550297619053,0.0019659027777777505,0.5955016380299272,0.00030862797619047574,0.35912698412698413,13517.789186507936,32.37202380952381,0.37351190476190477,21693.20089285714,44
global_exp_q75_conf08_085x,78,600000.0,510000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3351010706018518,0.33973316550925925,-0.004632094907407458,-1.3634509013754834,-0.0019831225198412698,0.3601190476190476,15010.786210317461,36.36359126984127,0.38492063492063494,27112.481646825396,55
global_exp_q75_conf08_085x,78,700000.0,595000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3346137216553288,0.3435831802721088,-0.008969458616780002,-2.610563942529558,0.005937324263038551,0.35813492063492064,16464.839285714286,40.17113095238095,0.39087301587301587,33102.88492063492,67
global_exp_q75_conf08_085x,78,800000.0,680000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.33882375186011904,0.34853787202380954,-0.009714120163690498,-2.7871060631904303,0.005348967633928572,0.3611111111111111,17829.88740079365,43.78720238095238,0.39732142857142855,39026.84523809524,79
global_exp_q75_conf08_085x,78,900000.0,765000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.34178212742504416,0.3497571152998236,-0.00797498787477946,-2.280150288849172,0.004575264550264549,0.3630952380952381,19181.799603174604,47.364087301587304,0.3998015873015873,45040.0248015873,91
global_exp_q75_conf08_085x,78,1000000.0,850000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.3436166254960317,0.3512791676587302,-0.00766254216269846,-2.181325529142299,0.0034240997023809528,0.36408730158730157,20470.67609126984,50.90376984126984,0.40228174603174605,51002.57837301587,103
reference_profiled,79,100000.0,70000.0,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,0.5,0.18845397321428572,0.18443819444444445,0.004015778769841272,2.1773032326289035,0.0,0.25,6154.602678571428,11.673115079365079,0.24950396825396826,6506.577380952381,11
reference_profiled,79,200000.0,70000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.22168297123015873,0.20771582093253968,0.013967150297619052,6.724162962124678,0.0,0.2619047619047619,8044.358134920635,14.76388888888889,0.2663690476190476,11730.645337301587,20
reference_profiled,79,300000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.2335673859126984,0.22087617228835982,0.012691213624338588,5.745850035724932,0.0,0.28720238095238093,16090.498511904761,32.001488095238095,0.2757936507936508,16475.2435515873,28
reference_profiled,79,400000.0,400000.0,shifted_exponential,bounded_identity,0.2,1000000.0,0.0,,0.75,1.0,0.24697613467261906,0.23080652529761905,0.016169609375000005,7.005698540866517,0.0,0.28720238095238093,16090.498511904761,32.001488095238095,0.28075396825396826,19978.977182539682,34
reference_profiled,79,500000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.26451224503968257,0.23564108829365077,0.0288711567460318,12.252174251569063,0.0,0.3090277777777778,22257.76636904762,42.81448412698413,0.28273809523809523,23548.503472222223,40
reference_profiled,79,600000.0,400000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.27193150049603176,0.24591258928571433,0.026018911210317436,10.580552742701302,0.0,0.3090277777777778,22257.76636904762,42.81448412698413,0.29017857142857145,26559.589285714286,45
reference_profiled,79,700000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.2723080817743764,0.2528024829931973,0.01950559878117908,7.71574651887575,0.0,0.32688492063492064,38203.787202380954,75.43948412698413,0.2941468253968254,28941.039682539682,49
reference_profiled,79,800000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.2791301866319445,0.25896735677083327,0.02016282986111123,7.785857689760422,0.0,0.32688492063492064,38203.787202380954,75.43948412698413,0.29811507936507936,31318.178075396827,53
reference_profiled,79,900000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.2844362681878307,0.2642053797398589,0.020230888447971773,7.657258329823356,0.0,0.32688492063492064,38203.787202380954,75.43948412698413,0.30158730158730157,33643.72966269841,57
reference_profiled,79,1000000.0,1000000.0,shifted_exponential,bounded_identity,0.8,1000000.0,10.0,,0.5,1.0,0.2886811334325397,0.26815922569444445,0.020521907738095257,7.652881486717545,0.0,0.32688492063492064,38203.787202380954,75.43948412698413,0.30357142857142855,35412.20287698413,60
global_exp_q75_conf08_085x,79,100000.0,85000.0,shifted_exponential,bounded_identity,0.8,inf,0.0,,0.75,1.0,0.18099605654761905,0.18443819444444445,-0.0034421378968254035,-1.8662825816494462,-0.007457916666666667,0.2594246031746032,7842.8546626984125,15.25843253968254,0.24950396825396826,6506.577380952381,11
