split,grid,grid_config_id,divisor,train_utility,test_utility,test_accuracy,test_chars,test_opens,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay
60,exp_tail_current,1,800000.0,0.3106390167682927,0.26719800595238097,0.2857142857142857,14813.02380952381,33.29761904761905,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.1,0.5,0.0
60,exp_tail_current,1,900000.0,0.3116333130081301,0.2736249537037037,0.2916666666666667,16237.541666666666,37.06547619047619,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.1,0.5,0.0
60,exp_tail_current,1,1000000.0,0.3170100548780488,0.2739587916666667,0.2916666666666667,17707.875,40.42857142857143,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.1,0.5,0.0
60,exp_tail_current,2,100000.0,0.21674463414634149,0.2638823809523809,0.2976190476190476,3373.6666666666665,7.779761904761905,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,200000.0,0.26022878048780484,0.2568664880952381,0.2857142857142857,5769.559523809524,12.589285714285714,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,300000.0,0.2836620325203252,0.2552914880952381,0.27976190476190477,7341.125,16.261904761904763,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,400000.0,0.2938259603658537,0.26295004464285715,0.2857142857142857,9105.69642857143,19.791666666666668,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,500000.0,0.301529,0.27042391666666665,0.2916666666666667,10621.375,23.321428571428573,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,600000.0,0.3094092174796748,0.27152019841269837,0.2916666666666667,12087.880952380952,26.702380952380953,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,700000.0,0.30944319686411154,0.2717552210884354,0.2916666666666667,13938.011904761905,31.285714285714285,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,800000.0,0.3102486432926829,0.2664178273809524,0.2857142857142857,15437.166666666666,35.01190476190476,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,900000.0,0.31113759485094855,0.2727954695767196,0.2916666666666667,16984.07738095238,39.00595238095238,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,2,1000000.0,0.31656025000000004,0.27314139285714284,0.2916666666666667,18525.27380952381,42.63095238095238,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.2,0.5,0.0
60,exp_tail_current,3,100000.0,0.22799658536585368,0.2570120238095238,0.2916666666666667,3465.464285714286,8.047619047619047,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,200000.0,0.25953085365853656,0.2561879166666666,0.2857142857142857,5905.273809523809,12.946428571428571,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,300000.0,0.2833346951219512,0.26067710317460313,0.2857142857142857,7511.1547619047615,16.767857142857142,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,400000.0,0.2935350762195122,0.2682526488095238,0.2916666666666667,9365.607142857143,20.452380952380953,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,500000.0,0.29514114634146343,0.26976298809523813,0.2916666666666667,10951.839285714286,24.154761904761905,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,600000.0,0.3091694613821138,0.27079333333333333,0.2916666666666667,12524.0,27.773809523809526,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,700000.0,0.3090926480836237,0.27089641156462585,0.2916666666666667,14539.17857142857,32.70238095238095,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,800000.0,0.315871074695122,0.26560834077380957,0.2857142857142857,16084.755952380952,36.70238095238095,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,900000.0,0.31080329945799456,0.2720944047619048,0.2916666666666667,17615.035714285714,40.720238095238095,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,3,1000000.0,0.31612685975609756,0.27236520833333333,0.2916666666666667,19301.458333333332,44.61309523809524,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.3,0.5,0.0
60,exp_tail_current,4,100000.0,0.23288530487804882,0.2551099404761905,0.2916666666666667,3655.6726190476193,8.529761904761905,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
60,exp_tail_current,4,200000.0,0.2649832012195122,0.255295505952381,0.2857142857142857,6083.755952380952,13.482142857142858,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
60,exp_tail_current,4,300000.0,0.28280932926829266,0.2596664285714286,0.2857142857142857,7814.357142857143,17.660714285714285,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
60,exp_tail_current,4,400000.0,0.2868753048780488,0.26700488095238095,0.2916666666666667,9864.714285714286,21.642857142857142,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
60,exp_tail_current,4,500000.0,0.2946658414634146,0.2685382857142857,0.2916666666666667,11564.190476190477,25.785714285714285,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
60,exp_tail_current,4,600000.0,0.3087133943089431,0.2692727380952381,0.2916666666666667,13436.357142857143,29.708333333333332,shifted_exponential,bounded_identity,0.0,5.0,0.0,1.5,0.5,0.0
