generator,reward_model,split_seed,price_per_million,policy,fixed_n,fixed_net_utility,adaptive_quality,adaptive_output_tokens,adaptive_calls,adaptive_net_utility,relative_gain_percent
gemma3_4b,fsfairx_llama3_rm,72,1.0,one_over_n,63,0.44957610221082617,0.5209203961777163,63265.055,172.35,0.45765534117771633,1.7970792769366228
gemma3_4b,fsfairx_llama3_rm,72,1.0,one_over_n_plus_one,63,0.44957610221082617,0.5184606057742078,62057.3625,171.0575,0.45640324327420784,1.5185729467844624
gemma3_4b,fsfairx_llama3_rm,72,1.0,record_then_smooth,63,0.44957610221082617,0.5154398289941861,60218.085,166.9225,0.4552217439941861,1.255769992131926
gemma3_4b,fsfairx_llama3_rm,72,1.0,current_mean_costse2,63,0.44957610221082617,0.5132947498813435,43004.7425,114.6225,0.4702900073813435,4.607430214518762
gemma3_4b,fsfairx_llama3_rm,72,2.0,four_over_n,34,0.40974662295318365,0.547130306932682,110326.8875,262.52,0.32647653193268206,-20.322337355789696
gemma3_4b,fsfairx_llama3_rm,72,2.0,four_over_n_plus_one,34,0.40974662295318365,0.5467726778266003,109513.8125,261.6325,0.3277450528266003,-20.01275069348224
gemma3_4b,fsfairx_llama3_rm,72,2.0,one_over_n,34,0.40974662295318365,0.48691669429845036,35526.185,101.23,0.4158643242984504,1.493044970370805
gemma3_4b,fsfairx_llama3_rm,72,2.0,one_over_n_plus_one,34,0.40974662295318365,0.48566838478427493,34823.2725,100.3625,0.4160218397842749,1.5314871385305513
gemma3_4b,fsfairx_llama3_rm,72,2.0,record_then_smooth,34,0.40974662295318365,0.4825517562637701,33743.525,98.4125,0.4150647062637701,1.2978955805071033
gemma3_4b,fsfairx_llama3_rm,72,2.0,current_mean_costse2,34,0.40974662295318365,0.47512461091306074,23178.56,63.9,0.42876749091306077,4.642104875151194
gemma3_4b,fsfairx_llama3_rm,72,5.0,four_over_n,16,0.35496760252190307,0.5092908281640781,52248.8425,146.1,0.2480466156640781,-30.121336735576445
gemma3_4b,fsfairx_llama3_rm,72,5.0,four_over_n_plus_one,16,0.35496760252190307,0.5081217416881587,51600.7925,145.28,0.2501177791881587,-29.53785714212459
gemma3_4b,fsfairx_llama3_rm,72,5.0,one_over_n,16,0.35496760252190307,0.43725452989396585,16590.5825,45.495,0.3543016173939658,-0.18761856665388435
gemma3_4b,fsfairx_llama3_rm,72,5.0,one_over_n_plus_one,16,0.35496760252190307,0.43426034116293843,15912.59,44.35,0.3546973911629384,-0.07612282277168739
gemma3_4b,fsfairx_llama3_rm,72,5.0,record_then_smooth,16,0.35496760252190307,0.4316125528389005,15335.24,43.1,0.35493635283890046,-0.00880353102102653
gemma3_4b,fsfairx_llama3_rm,72,5.0,current_mean_costse2,16,0.35496760252190307,0.42135935392197416,10077.275,28.91,0.3709729789219742,4.5089682231165025
gemma3_4b,fsfairx_llama3_rm,72,10.0,four_over_n,7,0.3037217402374649,0.4750502822533766,29398.335,83.9925,0.18106693225337656,-40.383940869096385
gemma3_4b,fsfairx_llama3_rm,72,10.0,four_over_n_plus_one,7,0.3037217402374649,0.47311182333094687,28721.34,83.0975,0.18589842333094686,-38.793178523999586
gemma3_4b,fsfairx_llama3_rm,72,10.0,one_over_n,7,0.3037217402374649,0.4068917189177644,9649.06,26.015,0.31040111891776434,2.199177008230352
gemma3_4b,fsfairx_llama3_rm,72,10.0,one_over_n_plus_one,7,0.3037217402374649,0.4002383723959465,9026.4925,25.105,0.3099734473959465,2.0583666989375584
gemma3_4b,fsfairx_llama3_rm,72,10.0,record_then_smooth,7,0.3037217402374649,0.39833863837534444,8724.5875,24.355,0.3110927633753444,2.426900073770314
gemma3_4b,fsfairx_llama3_rm,72,10.0,current_mean_costse2,7,0.3037217402374649,0.3817851549184475,5642.9875,15.9925,0.3253552799184475,7.122815661489493
gemma3_4b,fsfairx_llama3_rm,73,0.1,four_over_n,505,0.557264944870737,0.6225866879045615,755877.665,940.745,0.5469989214045615,-1.8422159083695366
gemma3_4b,fsfairx_llama3_rm,73,0.1,four_over_n_plus_one,505,0.557264944870737,0.6225866879045615,755766.99,940.6375,0.5470099889045615,-1.8402298692149324
